Member_number,Date,itemDescription
3273,15-03-2015,sausage
3295,28-07-2015,sausage
4266,31-07-2015,sausage
1372,25-06-2015,whole milk
2678,20-03-2015,finished products
1934,04-08-2015,bottled beer
4222,20-08-2015,beverages
4734,12-07-2015,whole milk
2961,27-05-2015,frozen potato products
2707,07-03-2015,whole milk
2010,06-11-2015,whole milk
1502,16-04-2015,sausage
1107,03-01-2015,chicken
3048,10-12-2015,rolls/buns
4306,28-12-2015,coffee
4516,29-03-2015,sausage
1218,05-07-2015,sausage
4482,30-11-2015,whole milk
2767,27-01-2015,sausage
2794,29-09-2015,bottled beer
2232,06-05-2015,whole milk
4470,31-03-2015,whole milk
2205,07-03-2015,whole milk
1825,06-10-2015,bottled beer
2074,10-04-2015,canned beer
4009,14-07-2015,whole milk
3697,03-10-2015,UHT-milk
2851,17-02-2015,bottled beer
3385,22-06-2015,rolls/buns
2392,23-03-2015,sausage
1237,09-04-2015,whole milk
4353,24-08-2015,chicken
3528,18-08-2015,whole milk
2514,02-11-2015,rolls/buns
3581,16-01-2015,whole milk
2957,19-09-2015,UHT-milk
3257,13-02-2015,whole milk
2035,23-12-2015,sausage
3658,26-09-2015,bottled beer
1901,29-11-2015,rolls/buns
3036,12-07-2015,sausage
4941,15-01-2015,canned beer
3814,21-07-2015,canned beer
4757,09-01-2015,herbs
4718,12-06-2015,sausage
1240,14-04-2015,sausage
1792,15-08-2015,newspapers
1757,15-06-2015,finished products
1669,19-08-2015,sausage
4598,18-11-2015,whole milk
4457,03-09-2015,rolls/buns
4004,10-05-2015,sausage
3266,25-10-2015,sausage
4981,10-01-2015,margarine
3400,04-03-2015,bottled beer
3651,24-01-2015,whole milk
1884,11-12-2015,chicken
2595,23-01-2015,sausage
3228,26-01-2015,chicken
1998,18-05-2015,whole milk
2636,11-09-2015,finished products
3899,22-04-2015,sausage
2625,08-04-2015,sausage
2394,30-08-2015,rolls/buns
2944,01-02-2015,sausage
1373,10-05-2015,sausage
1534,13-08-2015,rolls/buns
2051,23-07-2015,beverages
2972,21-05-2015,UHT-milk
4657,15-08-2015,bottled beer
2344,14-04-2015,onions
1482,06-07-2015,whole milk
4760,02-04-2015,rolls/buns
1100,12-03-2015,hygiene articles
3761,26-09-2015,bottled beer
4466,20-08-2015,whole milk
2162,19-06-2015,cat food
3719,17-12-2015,rolls/buns
3971,17-06-2015,sausage
1554,21-05-2015,sausage
2265,13-06-2015,chicken
2452,11-08-2015,chicken
3950,12-05-2015,chicken
4574,30-11-2015,sausage
2468,13-03-2015,bottled beer
1333,03-04-2015,sausage
4039,27-12-2015,condensed milk
3036,13-07-2015,whole milk
3985,23-10-2015,whole milk
4903,08-12-2015,rolls/buns
3783,22-06-2015,honey
4681,11-09-2015,whole milk
4197,26-10-2015,sausage
4766,03-01-2015,bottled beer
1706,14-08-2015,brandy
1444,14-10-2015,whole milk
4753,08-11-2015,finished products
2252,08-10-2015,chicken
3193,31-01-2015,sausage
4821,28-11-2015,whole milk
2659,08-05-2015,sausage
4284,14-10-2015,sausage
1962,05-04-2015,sausage
4295,26-10-2015,whole milk
4035,03-08-2015,chicken
1793,03-07-2015,chicken
2234,23-12-2015,whole milk
3398,18-01-2015,rolls/buns
2448,08-06-2015,onions
2652,26-12-2015,whole milk
2960,31-08-2015,rolls/buns
1952,23-11-2015,onions
2601,26-03-2015,rolls/buns
4678,31-03-2015,condensed milk
2957,19-09-2015,candles
3637,10-07-2015,whole milk
3658,26-09-2015,UHT-milk
3247,13-01-2015,rolls/buns
4308,24-01-2015,whole milk
1011,09-12-2015,candles
3744,08-12-2015,salt
3741,06-08-2015,whole milk
4941,15-01-2015,bottled beer
1290,24-04-2015,whole milk
3050,11-03-2015,sausage
3814,21-07-2015,hygiene articles
4757,09-01-2015,canned beer
1240,14-04-2015,whole milk
1757,15-06-2015,canned beer
4939,29-06-2015,hygiene articles
1595,05-10-2015,sausage
3500,21-04-2015,canned beer
1404,03-05-2015,sausage
1006,14-06-2015,chicken
1737,09-05-2015,newspapers
4981,10-01-2015,whole milk
1934,06-08-2015,sausage
3400,04-03-2015,dishes
3672,28-05-2015,canned beer
4588,30-04-2015,newspapers
1780,12-07-2015,beverages
1884,11-12-2015,rolls/buns
2595,23-01-2015,whole milk
3046,31-03-2015,chicken
3228,26-01-2015,sausage
2573,03-01-2015,whole milk
3522,23-09-2015,whole milk
2636,11-09-2015,whole milk
1092,27-07-2015,bottled beer
4692,27-10-2015,UHT-milk
2394,30-08-2015,beverages
3469,10-05-2015,curd cheese
4012,16-05-2015,whole milk
1534,13-08-2015,sliced cheese
1567,13-03-2015,rolls/buns
2972,21-05-2015,canned beer
2344,14-04-2015,frozen fish
4468,24-03-2015,canned beer
3353,14-08-2015,rolls/buns
3339,08-10-2015,canned beer
2952,25-11-2015,whole milk
2003,23-11-2015,frozen dessert
2166,12-03-2015,rolls/buns
2830,22-06-2015,sausage
2513,06-11-2015,rolls/buns
1887,09-11-2015,sausage
1571,24-05-2015,bottled beer
2400,06-02-2015,whole milk
3973,02-09-2015,canned beer
3999,19-04-2015,sausage
1168,11-02-2015,whole milk
2664,20-09-2015,sausage
4305,23-06-2015,whole milk
1120,14-01-2015,UHT-milk
2135,25-01-2015,whole milk
2961,21-07-2015,canned beer
1023,28-06-2015,bottled beer
1459,18-07-2015,whole milk
4990,15-03-2015,newspapers
3468,14-11-2015,canned beer
2779,27-12-2015,sausage
3298,28-04-2015,sausage
3285,12-07-2015,whole milk
4752,11-02-2015,UHT-milk
1299,03-06-2015,whole milk
1785,15-07-2015,canned beer
4395,25-06-2015,whole milk
1076,14-05-2015,chicken
4988,29-10-2015,rolls/buns
1155,01-04-2015,sausage
1804,30-11-2015,white bread
2789,28-01-2015,fish
2641,01-03-2015,beverages
2083,28-03-2015,whole milk
1482,24-07-2015,sausage
3882,23-04-2015,whole milk
4888,13-02-2015,finished products
2440,02-03-2015,bottled beer
3691,12-02-2015,coffee
2370,28-08-2015,frozen fish
3831,14-10-2015,bottled beer
4919,12-03-2015,chicken
4606,13-03-2015,rolls/buns
4220,10-08-2015,canned beer
2194,09-01-2015,UHT-milk
2326,29-11-2015,beverages
1443,09-10-2015,rolls/buns
3009,18-02-2015,canned beer
2985,05-01-2015,chicken
1116,08-10-2015,white bread
2677,23-12-2015,whole milk
4320,18-04-2015,sausage
1733,23-06-2015,canned fish
1994,05-10-2015,bottled beer
4298,25-07-2015,whole milk
1097,01-11-2015,whole milk
4588,08-11-2015,coffee
3784,14-06-2015,herbs
2787,05-03-2015,sausage
3543,02-06-2015,rolls/buns
1494,29-09-2015,canned beer
2521,03-03-2015,whole milk
2225,28-04-2015,rolls/buns
1114,12-03-2015,sausage
2113,07-09-2015,sausage
1909,31-08-2015,chicken
3069,09-04-2015,whole milk
1177,14-10-2015,canned beer
4427,14-01-2015,sausage
1307,22-06-2015,sausage
2007,23-11-2015,whole milk
1323,30-04-2015,whole milk
1754,17-09-2015,beverages
1381,23-03-2015,bottled beer
1377,06-02-2015,whole milk
4444,22-07-2015,rolls/buns
2348,01-11-2015,curd cheese
3664,04-05-2015,canned beer
1654,29-04-2015,rolls/buns
1154,17-05-2015,sausage
4357,13-04-2015,chicken
1199,21-11-2015,whole milk
4376,16-07-2015,rolls/buns
2518,03-07-2015,beverages
1281,02-06-2015,rolls/buns
3942,04-04-2015,whole milk
3380,16-05-2015,pasta
2535,10-11-2015,whole milk
4107,15-11-2015,sausage
2612,31-05-2015,beverages
4223,15-06-2015,white bread
2242,05-06-2015,whole milk
1349,13-04-2015,whole milk
3252,22-08-2015,chicken
2359,21-04-2015,whole milk
4430,02-12-2015,rolls/buns
3456,10-09-2015,sausage
1014,03-10-2015,sausage
3909,09-02-2015,flower soil/fertilizer
1214,10-01-2015,chicken
1000,15-03-2015,whole milk
3955,28-08-2015,beverages
4217,05-02-2015,sausage
2666,06-04-2015,whole milk
1339,28-11-2015,whole milk
4681,28-02-2015,sausage
3044,29-09-2015,bottled beer
3152,24-11-2015,whole milk
2222,28-12-2015,sausage
3036,12-07-2015,canned beer
1206,15-05-2015,rolls/buns
2792,29-07-2015,whole milk
1929,10-07-2015,finished products
2107,01-03-2015,bottled beer
3814,21-07-2015,chicken
4875,13-09-2015,bottled beer
3691,08-08-2015,finished products
2142,25-06-2015,rolls/buns
4939,29-06-2015,chicken
1595,05-10-2015,whole milk
3500,21-04-2015,frozen dessert
1404,03-05-2015,bottled beer
1265,07-03-2015,chicken
3672,28-05-2015,sausage
4588,30-04-2015,whole milk
2622,17-07-2015,sausage
2368,11-11-2015,coffee
4701,30-04-2015,popcorn
4384,25-05-2015,whole milk
3922,28-08-2015,sausage
1092,27-07-2015,sausage
3899,22-04-2015,whole milk
4692,27-10-2015,cat food
4277,18-02-2015,whole milk
3170,17-01-2015,chicken
2229,25-10-2015,flower soil/fertilizer
2459,16-09-2015,white bread
4468,24-03-2015,brandy
2310,24-03-2015,sausage
3924,07-02-2015,canned beer
3517,11-12-2015,coffee
4102,23-09-2015,frozen dessert
3416,15-11-2015,canned vegetables
1536,05-01-2015,canned beer
1953,09-03-2015,whole milk
3415,27-05-2015,whole milk
1527,20-04-2015,rolls/buns
2356,15-06-2015,canned beer
4281,03-04-2015,margarine
3344,01-04-2015,newspapers
3710,22-08-2015,sausage
2816,19-06-2015,canned beer
1421,07-08-2015,beverages
1283,30-05-2015,newspapers
1949,11-04-2015,rolls/buns
2672,17-01-2015,sausage
2372,03-09-2015,sausage
1435,14-01-2015,canned beer
4445,20-05-2015,sausage
1204,11-04-2015,chicken
1931,02-07-2015,sliced cheese
1827,07-05-2015,spread cheese
2524,21-10-2015,sausage
4431,21-08-2015,whole milk
3323,09-12-2015,sausage
2129,04-03-2015,sausage
1501,17-08-2015,napkins
2800,02-10-2015,beverages
2386,03-01-2015,newspapers
3774,16-02-2015,chicken
3818,13-05-2015,whole milk
1869,16-05-2015,sausage
1849,06-10-2014,whole milk
3438,11-06-2014,chicken
4594,28-05-2014,whole milk
1500,20-06-2014,hygiene articles
3057,28-01-2014,chicken
2495,31-01-2014,rolls/buns
3705,17-08-2014,UHT-milk
2832,29-07-2014,sausage
1595,17-07-2014,bottled beer
4821,02-09-2014,rolls/buns
1336,23-01-2014,rolls/buns
2446,19-01-2014,finished products
1033,21-04-2014,sausage
1473,10-10-2014,whole milk
2799,31-07-2014,canned fish
4579,19-01-2014,whole milk
1041,13-06-2014,chicken
1877,30-09-2014,rolls/buns
3917,14-02-2014,sausage
4464,27-07-2014,beverages
1783,22-07-2014,rolls/buns
4162,15-04-2014,canned beer
1653,18-07-2014,chicken
1686,12-04-2014,whole milk
3315,27-12-2014,whole milk
2984,07-07-2014,whole milk
1758,21-09-2014,rolls/buns
2328,22-01-2014,bottled beer
4372,11-09-2014,whole milk
1287,08-07-2014,chicken
4410,24-05-2014,rolls/buns
2609,04-06-2014,beverages
3645,22-08-2014,chicken
2246,21-01-2014,bottled beer
4872,13-02-2014,newspapers
1985,18-05-2014,sausage
3071,18-04-2014,whole milk
1658,09-08-2014,newspapers
3971,04-02-2014,chocolate marshmallow
3644,20-02-2014,bottled beer
4690,02-03-2014,chicken
1748,26-08-2014,bottled beer
1908,20-09-2014,bottled beer
1013,20-02-2014,whole milk
1365,23-08-2014,sausage
4686,27-06-2014,whole milk
3830,28-07-2014,canned beer
2590,03-09-2014,frozen dessert
4642,17-12-2014,newspapers
1773,28-10-2014,sausage
1468,02-10-2014,whole milk
4947,28-01-2014,dishes
3309,06-06-2014,whole milk
2146,30-05-2014,sausage
3089,20-08-2014,sausage
3137,11-09-2014,whole milk
1369,05-05-2014,spread cheese
3660,19-05-2014,rolls/buns
2407,08-01-2014,sliced cheese
3743,03-07-2014,sausage
2913,14-12-2014,chicken
2075,06-05-2014,sausage
3487,25-03-2014,whole milk
4015,17-02-2014,canned beer
1737,28-08-2014,sausage
1697,22-01-2014,sausage
2909,18-01-2014,frozen fish
4312,02-04-2014,whole milk
1224,20-09-2014,sausage
4274,31-03-2014,whole milk
3109,11-09-2014,sausage
4303,24-10-2014,whole milk
3282,28-08-2014,sausage
1126,02-11-2014,rolls/buns
3139,06-11-2014,chicken
2971,12-07-2014,rolls/buns
3367,27-02-2014,sausage
2649,18-02-2014,whole milk
2028,26-10-2014,canned beer
4986,08-02-2014,candles
1931,13-03-2014,chicken
4637,06-12-2014,chicken
3022,16-02-2014,chicken
3226,25-10-2014,rolls/buns
2355,26-01-2014,canned beer
4049,23-12-2014,dishes
3869,24-05-2014,newspapers
4857,03-03-2014,whole milk
1731,28-12-2014,sausage
1991,14-07-2014,sausage
1604,03-02-2014,rolls/buns
4955,22-03-2014,sausage
4924,31-01-2014,sausage
3246,21-05-2014,rolls/buns
1415,05-01-2014,sausage
3013,07-08-2014,sauces
2946,09-01-2014,onions
4622,12-06-2014,chicken
3416,13-07-2014,chicken
3348,18-11-2014,herbs
3722,20-02-2014,sausage
4114,07-08-2014,chicken
1747,17-12-2014,canned beer
1504,12-01-2014,sausage
1279,25-08-2014,chicken
2387,11-03-2014,herbs
2226,01-01-2014,sausage
3569,06-11-2014,sausage
3059,05-03-2014,sausage
2065,01-03-2014,sausage
2584,18-05-2014,chicken
2338,11-03-2014,newspapers
3721,20-02-2014,specialty cheese
2541,07-05-2014,newspapers
1897,12-09-2014,sausage
3350,23-05-2014,rolls/buns
3311,18-07-2014,whole milk
4974,18-07-2014,rolls/buns
1824,08-08-2014,sausage
1053,05-11-2014,chicken
2464,11-06-2014,sausage
2973,26-10-2014,beverages
4297,02-08-2014,UHT-milk
4355,13-01-2014,whole milk
1440,26-07-2014,rolls/buns
4337,28-08-2014,sausage
2112,06-06-2014,whole milk
2204,13-06-2014,chicken
3435,10-04-2014,coffee
3667,13-12-2014,sausage
4922,18-02-2014,sausage
1411,15-04-2014,beverages
1672,26-01-2014,sausage
3344,21-11-2014,sausage
3811,07-07-2014,whole milk
4127,18-03-2014,whole milk
2510,13-08-2014,whole milk
3776,28-11-2014,chicken
3921,16-06-2014,chicken
1904,24-03-2014,napkins
1752,12-07-2014,canned beer
5000,16-11-2014,bottled beer
1522,23-08-2014,newspapers
2291,29-09-2014,whole milk
4262,21-06-2014,canned beer
1687,24-02-2014,sausage
4738,08-06-2014,bottled beer
1491,08-11-2014,hygiene articles
1993,12-10-2014,chicken
1542,22-07-2014,sausage
4401,18-03-2014,sausage
3997,22-11-2014,whole milk
1608,26-07-2014,napkins
2971,04-03-2014,napkins
4504,24-09-2014,sausage
3651,22-06-2014,sausage
1381,05-02-2014,coffee
3555,14-10-2014,onions
3269,09-07-2014,sausage
1522,27-03-2014,sausage
4103,17-05-2014,canned beer
2955,21-03-2014,sausage
4646,28-12-2014,UHT-milk
4348,04-11-2014,rolls/buns
4154,26-05-2014,white bread
1063,07-06-2014,whole milk
4596,28-10-2014,hygiene articles
3157,25-04-2014,sausage
3313,01-03-2014,bottled beer
3830,23-08-2014,sausage
1461,11-08-2014,bottled beer
4712,19-03-2014,whole milk
2347,15-01-2014,sausage
3602,27-10-2014,whole milk
1289,09-05-2014,rolls/buns
4244,16-12-2014,frozen fruits
1868,01-11-2014,whole milk
3307,21-03-2014,sausage
1333,27-11-2014,whole milk
4222,20-05-2014,sausage
4548,02-01-2014,UHT-milk
2455,07-04-2014,rolls/buns
3172,01-08-2014,whole milk
2900,19-02-2014,chicken
3297,22-03-2014,whole milk
3867,10-08-2014,chicken
3697,16-01-2014,sausage
2900,05-03-2014,sausage
4623,18-12-2014,brandy
4809,28-05-2014,chicken
2023,31-03-2014,spread cheese
3100,19-12-2014,canned beer
3141,03-07-2014,chicken
1879,15-08-2014,whole milk
4414,17-02-2014,rolls/buns
3713,31-01-2014,finished products
3689,03-05-2014,sausage
4224,30-08-2014,rolls/buns
3793,07-09-2014,whole milk
3838,05-08-2014,whole milk
4774,24-07-2014,sausage
1141,08-06-2014,cat food
4658,26-01-2014,canned beer
3586,27-10-2014,rolls/buns
1280,20-03-2014,finished products
3028,07-10-2014,chicken
4781,18-05-2014,beverages
1385,28-03-2014,coffee
1756,03-06-2014,whole milk
3486,27-01-2014,whole milk
1612,19-11-2014,sausage
3780,24-02-2014,rolls/buns
3248,16-04-2014,UHT-milk
2584,14-02-2014,whole milk
3501,13-06-2014,bottled beer
4851,08-11-2014,whole milk
1257,16-09-2014,rolls/buns
2346,22-03-2014,condensed milk
4963,28-01-2014,bottled beer
2504,24-04-2014,whole milk
1489,04-11-2014,sausage
3832,26-06-2014,rolls/buns
4535,31-08-2014,whole milk
1309,20-04-2014,sausage
2193,08-10-2014,onions
3298,05-02-2014,whole milk
2165,27-09-2014,bottled beer
3552,29-10-2014,chocolate marshmallow
2042,31-08-2014,hygiene articles
4391,19-10-2014,UHT-milk
4967,16-09-2014,sausage
2244,19-01-2014,finished products
1648,13-02-2014,newspapers
4621,28-03-2014,chicken
3252,14-05-2014,whole milk
4586,17-05-2014,rolls/buns
4886,18-09-2014,sliced cheese
4193,29-12-2014,bottled beer
2430,03-02-2014,sausage
1548,22-02-2014,condensed milk
4459,21-11-2014,whole milk
2198,10-08-2014,chicken
4508,22-08-2014,whole milk
1913,11-06-2014,chicken
3453,04-09-2014,UHT-milk
3087,27-12-2014,white bread
1163,11-03-2014,sausage
2824,17-09-2014,sausage
2547,10-11-2014,sausage
1584,28-12-2014,UHT-milk
1634,16-09-2014,chicken
1476,31-03-2014,margarine
2330,05-11-2014,sausage
2271,25-06-2014,sausage
3632,05-10-2014,newspapers
4124,25-12-2014,chicken
3156,13-11-2014,sausage
1396,03-12-2014,sausage
1878,09-01-2014,chicken
1440,14-07-2014,whole milk
3242,29-07-2014,UHT-milk
1077,30-12-2014,rolls/buns
2688,18-10-2014,canned beer
3378,12-09-2014,rolls/buns
2927,17-04-2014,beverages
2331,28-12-2014,rolls/buns
2014,18-07-2014,whole milk
2742,02-06-2014,coffee
3892,07-04-2014,newspapers
3325,16-11-2014,whole milk
2127,20-01-2014,whole milk
4420,26-09-2014,whole milk
2906,15-10-2014,coffee
2374,14-05-2014,onions
2373,22-08-2014,newspapers
1416,23-08-2014,sliced cheese
4165,30-05-2014,rolls/buns
2393,22-03-2014,sausage
4819,20-08-2014,whole milk
2781,10-07-2014,whole milk
3862,03-04-2014,sausage
4656,24-05-2014,rolls/buns
4178,26-05-2014,popcorn
3193,18-04-2014,whole milk
1889,26-06-2014,herbs
1317,01-07-2014,specialty cheese
1921,12-12-2014,salt
3116,10-12-2014,whole milk
2952,22-04-2014,canned beer
1893,22-07-2014,salt
3596,04-11-2014,rolls/buns
3921,06-11-2014,rolls/buns
2574,26-10-2014,beverages
4461,16-11-2014,newspapers
3903,23-04-2014,rolls/buns
2011,25-09-2014,beverages
2595,11-11-2014,herbs
1465,27-06-2014,whole milk
3647,15-05-2014,whole milk
2362,27-10-2014,rolls/buns
3163,29-12-2014,rolls/buns
3326,07-03-2014,beverages
1687,17-10-2014,coffee
1625,21-05-2014,sausage
2058,02-04-2014,rolls/buns
1509,09-04-2014,margarine
2943,01-01-2014,whole milk
1546,03-10-2014,coffee
1299,23-02-2014,rolls/buns
1181,23-10-2014,white bread
3730,26-07-2014,chicken
4080,22-09-2014,whole milk
3456,31-01-2014,canned fish
4067,13-01-2014,whole milk
3398,15-04-2014,hygiene articles
3641,02-04-2014,white bread
1705,05-05-2014,rolls/buns
2108,18-09-2014,beverages
2906,02-03-2014,whole milk
3996,30-05-2014,whole milk
2431,28-02-2014,whole milk
1593,20-02-2014,canned beer
1940,26-09-2014,hygiene articles
1186,23-03-2014,white bread
4028,12-06-2014,coffee
4494,30-11-2014,frozen dessert
2625,21-07-2014,whole milk
1365,25-06-2014,rolls/buns
3103,10-12-2014,whole milk
1574,30-11-2014,whole milk
3918,10-08-2014,rolls/buns
3256,10-10-2014,canned beer
1693,09-02-2014,UHT-milk
4275,30-10-2014,canned beer
2692,23-06-2014,hygiene articles
1077,30-08-2014,canned beer
1244,25-11-2014,rolls/buns
1341,21-04-2014,honey
2323,27-12-2014,whole milk
2447,26-07-2014,rolls/buns
4272,15-05-2014,margarine
4694,05-12-2014,onions
4410,24-11-2014,whole milk
4150,24-03-2014,bottled beer
2753,23-02-2014,bottled beer
1522,24-12-2014,margarine
3896,06-04-2014,spread cheese
2754,04-06-2014,whole milk
4036,14-06-2014,rolls/buns
3727,13-07-2014,whole milk
2626,09-08-2014,whole milk
1650,20-01-2014,coffee
3776,02-07-2014,whole milk
2344,20-11-2014,bottled beer
2585,17-05-2014,UHT-milk
3839,21-06-2014,whole milk
1026,08-03-2014,sausage
3026,30-03-2014,whole milk
4570,04-04-2014,canned beer
2855,13-06-2014,whole milk
1344,28-01-2014,sliced cheese
4251,14-11-2014,whole milk
4314,15-06-2014,whole milk
3033,28-02-2014,rolls/buns
3703,30-04-2014,sausage
2365,14-08-2014,rolls/buns
1291,01-08-2014,onions
4280,26-06-2014,bottled beer
2079,25-02-2014,sliced cheese
1891,05-07-2014,whole milk
4016,23-07-2014,coffee
3081,26-05-2014,canned fish
4007,05-10-2014,salt
1265,05-12-2014,UHT-milk
4050,07-03-2014,UHT-milk
1853,07-06-2014,hygiene articles
3681,01-01-2014,onions
1361,13-12-2014,onions
2288,25-11-2014,frozen dessert
4717,23-06-2014,newspapers
4797,30-11-2014,canned beer
1810,13-10-2014,rolls/buns
3427,16-10-2014,rolls/buns
1101,28-12-2014,rolls/buns
1712,30-08-2014,spread cheese
1330,11-02-2014,whole milk
1141,02-12-2014,rolls/buns
1750,09-06-2014,whole milk
4578,08-09-2014,rolls/buns
4651,10-01-2014,rolls/buns
1849,30-03-2014,rolls/buns
2502,18-06-2014,bottled beer
4255,03-11-2014,beverages
4508,14-06-2014,newspapers
4163,06-06-2014,whole milk
3227,24-12-2014,chicken
2152,23-11-2014,whole milk
4869,21-09-2014,rolls/buns
2912,20-09-2014,UHT-milk
2349,11-08-2014,onions
2337,04-03-2014,canned beer
2528,01-09-2014,sausage
2976,20-09-2014,newspapers
2623,13-05-2014,fish
2765,01-09-2014,herbs
2961,13-12-2014,spread cheese
2885,25-07-2014,whole milk
4137,17-08-2014,onions
3881,20-04-2014,whole milk
1645,05-10-2014,whole milk
2973,13-12-2014,whole milk
3549,24-03-2014,whole milk
1296,24-02-2014,pickled vegetables
1297,13-12-2014,chicken
1050,12-10-2014,UHT-milk
2854,13-02-2014,rolls/buns
1390,31-07-2014,rolls/buns
4835,28-03-2014,beverages
4970,22-08-2014,onions
1831,29-07-2014,whole milk
2343,02-11-2014,whole milk
3902,27-10-2014,rolls/buns
3081,26-02-2014,sliced cheese
1782,30-08-2014,rolls/buns
3312,27-05-2014,rolls/buns
1596,27-07-2014,whole milk
4880,16-03-2014,whole milk
3549,09-11-2014,newspapers
1465,08-12-2014,napkins
4377,06-05-2014,whole milk
2403,14-04-2014,rolls/buns
2693,14-02-2014,coffee
4628,01-05-2014,whole milk
2493,27-05-2014,whole milk
1758,24-12-2014,salt
1468,05-02-2014,onions
3308,09-04-2014,whole milk
1236,27-06-2014,newspapers
4485,28-07-2014,hygiene articles
1350,03-09-2014,whole milk
2452,08-03-2014,margarine
1827,17-11-2014,onions
1653,27-12-2014,newspapers
1809,27-10-2014,whole milk
3972,04-05-2014,rice
3938,23-04-2014,chicken
4155,19-07-2014,white bread
2999,12-08-2014,margarine
4958,27-04-2014,chicken
1722,12-07-2014,whole milk
1350,19-02-2014,herbs
2306,13-12-2014,whole milk
1325,29-03-2014,rolls/buns
2797,08-08-2014,rolls/buns
2663,20-01-2014,canned beer
2400,26-08-2014,white bread
3969,05-09-2014,whole milk
1797,26-07-2014,sausage
4235,18-10-2014,rolls/buns
3068,25-05-2014,beverages
1169,29-05-2014,finished products
2439,06-06-2014,coffee
1289,10-08-2014,herbs
1103,25-05-2014,chicken
4975,06-01-2014,canned beer
3524,30-11-2014,sliced cheese
3182,28-09-2014,newspapers
1021,30-05-2014,sliced cheese
2107,08-01-2014,whole milk
2154,31-05-2014,hygiene articles
3465,19-02-2014,canned fish
2978,27-08-2014,pasta
3549,10-06-2014,canned beer
1863,24-11-2014,UHT-milk
2771,25-06-2014,coffee
1931,08-12-2014,whole milk
4316,28-02-2014,whole milk
1492,02-05-2014,whole milk
3832,12-01-2014,whole milk
2059,15-03-2014,sausage
1207,09-12-2014,whole milk
4220,05-05-2014,rolls/buns
2688,23-01-2014,sliced cheese
4314,05-10-2014,sausage
1023,30-12-2014,sausage
3758,02-01-2014,rolls/buns
3881,04-06-2014,beverages
3559,17-07-2014,rolls/buns
1522,07-01-2014,whole milk
3378,13-03-2014,canned fish
1561,17-10-2014,dishes
4272,25-11-2014,napkins
2473,09-11-2014,whole milk
2993,23-10-2014,onions
1674,30-06-2014,chicken
3227,20-08-2014,bottled beer
4819,23-04-2014,meat spreads
3646,12-05-2014,rolls/buns
2325,06-05-2014,onions
1659,05-07-2014,dishes
1756,22-09-2014,UHT-milk
3212,09-04-2014,coffee
2871,03-05-2014,whole milk
3469,11-04-2014,whole milk
1202,21-04-2014,coffee
1512,29-04-2014,bottled beer
3013,25-03-2014,whole milk
3053,13-12-2014,rolls/buns
3844,25-09-2014,beverages
2696,23-12-2014,whole milk
1400,11-10-2014,rolls/buns
3725,08-03-2014,coffee
1235,04-10-2014,condensed milk
2944,31-07-2014,beverages
4329,06-04-2014,dishes
2909,06-09-2014,whole milk
2170,24-02-2014,fish
3962,15-11-2014,rolls/buns
3065,14-03-2014,whole milk
3293,17-10-2014,rolls/buns
4941,09-09-2014,coffee
4840,27-08-2014,onions
4991,28-08-2014,whole milk
4281,14-08-2014,frozen dessert
3479,06-06-2014,herbs
2133,04-12-2014,sausage
4159,11-07-2014,canned fish
4544,29-10-2014,canned beer
1240,15-07-2014,onions
2504,10-02-2014,condensed milk
3491,11-12-2014,rolls/buns
2919,14-01-2014,rolls/buns
1354,04-05-2014,bottled beer
4424,31-08-2014,margarine
4908,13-11-2014,coffee
1684,26-02-2014,canned beer
3452,23-12-2014,canned beer
4052,17-05-2014,UHT-milk
2063,26-05-2014,onions
3450,20-05-2014,beverages
3356,30-09-2014,UHT-milk
1546,02-04-2014,white bread
4314,27-01-2014,margarine
2009,11-12-2014,rolls/buns
1353,12-09-2014,rolls/buns
2025,13-11-2014,coffee
3153,21-06-2014,onions
1220,16-11-2014,sausage
3649,23-09-2014,rolls/buns
1578,26-03-2014,whole milk
1501,03-11-2014,whole milk
4822,02-07-2014,rolls/buns
4473,03-06-2014,bottled beer
4467,11-01-2014,white bread
3535,16-02-2014,whole milk
2545,13-04-2014,herbs
2174,18-09-2014,rolls/buns
4015,10-11-2014,whole milk
3123,15-12-2014,whole milk
4625,03-01-2014,white bread
4823,22-02-2014,whole milk
2669,20-03-2014,white bread
4387,22-10-2014,frozen dessert
4941,12-06-2014,whole milk
1878,09-06-2014,rolls/buns
3184,10-09-2014,sliced cheese
3266,30-10-2014,UHT-milk
1142,22-05-2014,newspapers
2391,01-11-2014,whole milk
2776,14-05-2014,specialty cheese
4367,22-08-2014,rolls/buns
3265,09-07-2014,whole milk
2593,16-04-2014,UHT-milk
2318,10-12-2014,frozen fish
2741,10-08-2014,UHT-milk
1578,24-08-2014,napkins
2047,12-05-2014,sausage
4649,05-09-2014,canned beer
3247,09-03-2014,rice
1025,06-02-2014,coffee
4500,15-11-2014,rolls/buns
1981,01-11-2014,whole milk
3088,11-03-2014,newspapers
4920,09-10-2014,whole milk
2661,14-12-2014,whole milk
4129,28-02-2014,meat spreads
4683,09-05-2014,chicken
2701,16-08-2014,whole milk
4508,22-11-2014,rolls/buns
2637,18-09-2014,whole milk
3007,02-12-2014,canned beer
1618,13-07-2014,bottled beer
2478,25-02-2014,napkins
2688,21-12-2014,whole milk
4617,03-11-2014,newspapers
2946,20-09-2014,rolls/buns
