Member_number,Date,itemDescription
1280,20-03-2014,finished products
2144,13-07-2014,pork
4853,24-12-2014,frozen meals
1064,03-09-2014,root vegetables
1218,07-09-2014,pork
2001,18-10-2014,butter milk
3486,27-01-2014,whole milk
1450,17-11-2014,root vegetables
1825,27-05-2014,zwieback
4851,08-11-2014,whole milk
3082,04-08-2014,frankfurter
3291,14-01-2014,butter milk
2504,24-04-2014,whole milk
1489,04-11-2014,sausage
4622,18-05-2014,brown bread
1309,20-04-2014,sausage
2674,01-05-2014,root vegetables
4954,18-07-2014,frankfurter
1163,11-03-2014,sausage
2547,10-11-2014,sausage
2330,05-11-2014,sausage
2695,04-08-2014,frozen meals
2300,16-03-2014,pork
1926,25-07-2014,frankfurter
1396,03-12-2014,sausage
1440,14-07-2014,whole milk
1426,26-10-2014,root vegetables
4706,31-03-2014,zwieback
1454,28-01-2014,brown bread
2742,02-06-2014,coffee
2725,27-01-2014,hamburger meat
2048,30-10-2014,hamburger meat
2393,22-03-2014,sausage
4819,20-08-2014,whole milk
4359,02-03-2014,butter milk
3116,10-12-2014,whole milk
3647,15-05-2014,whole milk
1625,21-05-2014,sausage
4662,20-05-2014,frozen meals
1248,09-05-2014,root vegetables
1181,23-10-2014,white bread
4302,14-07-2014,hard cheese
4067,13-01-2014,whole milk
1186,23-03-2014,white bread
3103,10-12-2014,whole milk
1574,30-11-2014,whole milk
1674,07-06-2014,detergent
2068,21-07-2014,female sanitary products
4896,05-03-2014,root vegetables
3727,13-07-2014,whole milk
4868,24-12-2014,root vegetables
1026,08-03-2014,sausage
1472,15-02-2014,pork
1425,24-06-2014,spices
4251,14-11-2014,whole milk
2001,05-02-2014,root vegetables
4169,09-08-2014,root vegetables
4490,21-01-2014,domestic eggs
1891,05-07-2014,whole milk
4851,07-08-2014,turkey
4797,30-11-2014,canned beer
4217,03-06-2014,root vegetables
3759,21-07-2014,pork
2337,04-03-2014,canned beer
1658,26-06-2014,pork
2769,24-08-2014,pork
2885,25-07-2014,whole milk
4932,29-03-2014,root vegetables
4367,07-01-2014,domestic eggs
3881,20-04-2014,whole milk
2789,06-06-2014,pork
2122,05-07-2014,hamburger meat
1831,29-07-2014,whole milk
1574,25-04-2014,hamburger meat
4753,31-08-2014,root vegetables
4218,15-09-2014,hamburger meat
2693,14-02-2014,coffee
4769,31-03-2014,butter milk
3308,09-04-2014,whole milk
1574,28-02-2014,butter
1809,27-10-2014,whole milk
4959,30-12-2014,root vegetables
2663,20-01-2014,canned beer
2205,28-10-2014,hamburger meat
1797,26-07-2014,sausage
1432,18-09-2014,butter
4569,28-07-2014,hamburger meat
4804,17-09-2014,frozen meals
1809,02-01-2014,root vegetables
3832,12-01-2014,whole milk
3369,18-07-2014,root vegetables
4002,13-01-2014,seasonal products
3008,15-04-2014,root vegetables
1027,14-05-2014,softener
4200,23-06-2014,hamburger meat
4280,06-09-2014,domestic eggs
4770,15-05-2014,root vegetables
3287,13-05-2014,root vegetables
1522,07-01-2014,whole milk
2949,01-06-2014,pork
4114,27-03-2014,root vegetables
2921,04-03-2014,hard cheese
4819,23-04-2014,meat spreads
4511,18-08-2014,pork
3657,29-05-2014,butter
1100,20-02-2014,hamburger meat
3469,11-04-2014,whole milk
3294,01-03-2014,root vegetables
4632,18-09-2014,root vegetables
4809,21-06-2014,brown bread
4770,22-02-2014,butter
1204,12-01-2014,softener
2504,10-02-2014,condensed milk
1220,16-11-2014,sausage
1578,26-03-2014,whole milk
1501,03-11-2014,whole milk
4467,11-01-2014,white bread
3146,07-02-2014,root vegetables
4262,17-08-2014,domestic eggs
4625,03-01-2014,white bread
2669,20-03-2014,white bread
3184,10-09-2014,sliced cheese
4465,04-01-2014,specialty chocolate
4635,02-02-2014,baking powder
3010,11-05-2014,root vegetables
2047,12-05-2014,sausage
4649,05-09-2014,canned beer
3491,26-06-2014,root vegetables
3698,11-07-2014,root vegetables
2222,03-04-2014,pork
2661,14-12-2014,whole milk
2701,16-08-2014,whole milk
3150,11-08-2014,hamburger meat
4066,24-01-2014,hamburger meat
4444,08-12-2014,frozen meals
1832,21-08-2014,whole milk
4603,17-11-2014,whole milk
2789,12-07-2014,white bread
1097,16-04-2014,sausage
3657,28-11-2014,whole milk
2164,19-11-2014,whole milk
2447,14-04-2014,whole milk
1568,09-03-2014,nuts/prunes
2081,18-05-2014,hamburger meat
1468,12-04-2014,zwieback
1231,23-11-2014,hard cheese
1443,13-01-2014,hamburger meat
3321,11-03-2014,white bread
1517,03-09-2014,sausage
3306,05-06-2014,canned beer
3188,16-10-2014,whole milk
1129,25-01-2014,whole milk
3500,20-11-2014,specialty chocolate
2901,10-07-2014,processed cheese
1564,15-11-2014,root vegetables
1450,20-05-2014,canned beer
2996,29-04-2014,coffee
4527,02-01-2014,brown bread
2048,24-11-2014,whole milk
1083,15-11-2014,hamburger meat
4464,26-08-2014,candy
2451,02-08-2014,candy
4272,10-05-2014,domestic eggs
4066,07-08-2014,zwieback
4132,04-11-2014,whole milk
1097,26-11-2014,hard cheese
4469,29-11-2014,root vegetables
4615,29-10-2014,whole milk
2872,06-08-2014,liquor (appetizer)
3518,10-08-2014,candy
3039,20-08-2014,finished products
4915,20-02-2014,sausage
2838,28-04-2014,liver loaf
4673,20-08-2014,whole milk
1289,09-08-2014,root vegetables
1053,16-05-2014,waffles
1829,26-02-2014,brown bread
1332,18-04-2014,condensed milk
1163,30-04-2014,white bread
3841,01-08-2014,specialty cheese
1797,31-07-2014,hard cheese
2272,05-06-2014,whole milk
2443,04-02-2014,seasonal products
4140,29-01-2014,brown bread
2496,26-11-2014,zwieback
1100,18-12-2014,whole milk
4481,11-08-2014,frozen meals
1204,18-05-2014,root vegetables
3823,10-12-2014,whole milk
4126,18-10-2014,coffee
2829,07-07-2014,pork
2164,30-09-2014,pork
4793,14-12-2014,pork
3967,23-01-2014,hard cheese
1280,13-04-2014,butter milk
2916,12-08-2014,whole milk
3010,13-06-2014,pork
2492,14-03-2014,soft cheese
2274,22-02-2014,pork
1083,15-07-2014,specialty chocolate
1013,17-01-2014,hard cheese
3832,07-06-2014,condensed milk
4667,05-03-2014,canned beer
3482,13-01-2014,root vegetables
3848,28-02-2014,soft cheese
4116,12-10-2014,root vegetables
3116,12-03-2014,frozen meals
4033,18-03-2014,soft cheese
2146,22-10-2014,whole milk
4660,23-01-2014,pork
4367,28-09-2014,root vegetables
1263,19-10-2014,frozen meals
4481,19-09-2014,brown bread
4797,27-01-2014,whole milk
1490,18-10-2014,detergent
4832,18-02-2014,turkey
1516,20-02-2014,specialty chocolate
4416,03-03-2014,whole milk
1496,26-04-2014,root vegetables
4603,12-02-2014,brown bread
1568,09-01-2014,candy
3498,07-03-2014,zwieback
3178,01-02-2014,butter
3039,15-10-2014,butter
3877,27-06-2014,whole milk
3745,25-03-2014,root vegetables
1114,04-09-2014,root vegetables
4340,27-10-2014,soft cheese
3243,02-01-2014,whole milk
1636,20-05-2014,root vegetables
4870,21-02-2014,hamburger meat
1162,18-01-2014,white bread
4066,02-12-2014,whole milk
2193,05-01-2014,whole milk
2693,21-05-2014,white bread
2885,26-12-2014,butter
2901,20-06-2014,domestic eggs
4440,01-03-2014,butter milk
2262,10-09-2014,whole milk
3799,22-05-2014,hamburger meat
4401,30-04-2014,butter
4291,02-02-2014,whole milk
4589,24-01-2014,pork
4696,08-09-2014,root vegetables
2994,12-07-2014,whole milk
1182,16-11-2014,candy
1113,07-01-2014,whole milk
3402,26-12-2014,flour
3559,12-11-2014,whole milk
3279,26-11-2014,waffles
2334,02-03-2014,root vegetables
4890,30-11-2014,whole milk
3489,11-01-2014,whole milk
3170,29-03-2014,white bread
1636,09-07-2014,white bread
4533,17-10-2014,root vegetables
3017,11-09-2014,frozen meals
1204,25-05-2014,whole milk
2588,07-01-2014,whole milk
2048,07-11-2014,root vegetables
1013,12-11-2014,root vegetables
2630,11-01-2014,root vegetables
3834,21-03-2014,flour
1260,09-07-2014,sausage
3021,22-06-2014,root vegetables
4719,28-09-2014,whole milk
2960,03-09-2014,frozen meals
4822,21-08-2014,whole milk
4259,23-07-2014,canned beer
1620,21-07-2014,frozen meals
1468,21-08-2014,root vegetables
3600,08-04-2014,butter milk
4618,09-07-2014,cocoa drinks
4500,04-02-2014,soft cheese
1066,01-02-2014,root vegetables
1860,31-01-2014,sausage
3402,17-05-2014,white bread
3072,12-11-2014,hamburger meat
2154,14-08-2014,whole milk
2980,27-11-2014,whole milk
3964,11-03-2014,root vegetables
4264,16-03-2014,whole milk
3663,28-08-2014,pork
2560,19-04-2014,root vegetables
2258,21-01-2014,seasonal products
1125,30-05-2014,root vegetables
1512,03-06-2014,detergent
4233,18-08-2014,pork
1190,24-04-2014,hamburger meat
2550,24-12-2014,candy
1420,25-03-2014,domestic eggs
4187,16-04-2014,canned beer
4105,26-10-2014,liquor (appetizer)
4117,12-07-2014,liquor (appetizer)
4406,21-03-2014,canned beer
4610,18-11-2014,sliced cheese
2279,11-04-2014,processed cheese
2667,22-10-2014,root vegetables
3976,25-10-2014,sliced cheese
1699,25-01-2014,liquor (appetizer)
1827,30-09-2014,condensed milk
3320,21-01-2014,hamburger meat
1611,18-03-2014,sausage
1230,16-03-2014,canned beer
2423,31-07-2014,whole milk
3790,09-06-2014,brown bread
2600,12-07-2014,whole milk
1930,07-07-2014,finished products
1308,23-11-2014,brown bread
4235,21-03-2014,brown bread
4416,03-09-2014,candy
4251,01-07-2014,root vegetables
4044,08-07-2014,sliced cheese
4814,08-01-2014,white bread
1288,20-08-2014,whole milk
3960,15-02-2014,root vegetables
4233,23-06-2014,root vegetables
2921,18-11-2014,specialty chocolate
1045,12-01-2014,root vegetables
4872,01-06-2014,whole milk
1032,23-09-2014,white bread
1129,14-11-2014,tea
3857,03-04-2014,meat spreads
3854,26-06-2014,whole milk
4509,30-07-2014,frozen meals
3138,28-12-2014,hard cheese
3518,08-02-2014,whole milk
2070,27-04-2014,root vegetables
1335,03-01-2014,waffles
2669,24-03-2014,brown bread
3536,04-04-2014,whole milk
3897,04-11-2014,brown bread
2036,02-02-2014,whole milk
3158,03-09-2014,hamburger meat
1754,30-06-2014,root vegetables
2477,01-04-2014,root vegetables
3435,29-05-2014,hamburger meat
1268,22-07-2014,whole milk
4635,08-05-2014,whole milk
2102,04-12-2014,root vegetables
3150,13-07-2014,whole milk
4729,22-03-2014,whole milk
4284,18-06-2014,whole milk
3826,27-04-2014,coffee
3004,04-09-2014,domestic eggs
1195,14-08-2014,butter
2849,30-06-2014,sausage
2698,14-10-2014,whole milk
2337,25-02-2014,root vegetables
3552,24-02-2014,butter
2662,03-02-2014,root vegetables
3580,17-03-2014,whole milk
4927,13-04-2014,root vegetables
3518,06-02-2014,finished products
3671,16-04-2014,whole milk
1190,27-10-2014,canned beer
3967,10-10-2014,root vegetables
4632,03-02-2014,turkey
3854,27-12-2014,coffee
3797,01-01-2014,waffles
1803,24-09-2014,soft cheese
2055,07-11-2014,brown bread
3486,12-09-2014,soap
1620,19-04-2014,whole milk
2209,16-12-2014,root vegetables
3321,02-05-2014,butter
2087,21-08-2014,seasonal products
2941,15-04-2014,whole milk
3292,08-08-2014,whole milk
4738,26-02-2014,sausage
2606,11-01-2014,whole milk
1299,20-11-2014,canned beer
3338,26-05-2014,hamburger meat
1053,23-05-2014,whole milk
1182,20-06-2014,butter
4374,19-09-2014,hamburger meat
1145,05-06-2014,brown bread
4804,26-11-2014,butter milk
3902,19-06-2014,root vegetables
1767,08-11-2014,whole milk
3150,31-03-2014,brown bread
4235,13-05-2014,whole milk
2708,25-05-2014,coffee
4622,11-09-2014,sliced cheese
3072,18-06-2014,instant coffee
2102,21-07-2014,butter
2561,19-04-2014,whole milk
1562,30-07-2014,snack products
4168,03-12-2014,turkey
1517,03-09-2014,root vegetables
2489,10-06-2014,coffee
2872,04-08-2014,whole milk
1547,09-03-2014,whole milk
3183,24-09-2014,pork
3226,22-07-2014,meat spreads
4663,18-04-2014,canned beer
4674,18-02-2014,seasonal products
1280,17-04-2014,spices
3745,25-05-2014,specialty cheese
4852,24-01-2014,condensed milk
1820,23-01-2014,root vegetables
2725,05-01-2014,whole milk
4469,13-09-2014,pork
1903,15-08-2014,whole milk
2832,07-07-2014,whole milk
3386,10-05-2014,root vegetables
1797,14-11-2014,root vegetables
4416,30-07-2014,brown bread
3306,05-02-2014,root vegetables
2559,31-07-2014,pork
3443,26-09-2014,sausage
4259,20-12-2014,domestic eggs
3390,02-12-2014,whole milk
2212,08-06-2014,butter
1905,31-01-2014,seasonal products
3848,16-01-2014,root vegetables
3003,22-04-2014,seasonal products
2067,03-07-2014,canned beer
3082,21-05-2014,whole milk
3571,03-02-2014,dish cleaner
2550,27-02-2014,butter
2535,01-04-2014,sausage
3206,07-07-2014,root vegetables
4449,25-09-2014,root vegetables
2638,06-01-2014,root vegetables
3737,03-01-2014,instant coffee
3076,22-02-2014,specialty chocolate
3624,12-05-2014,root vegetables
4932,21-03-2014,whole milk
4663,13-03-2014,coffee
1460,07-05-2014,waffles
1733,02-07-2014,zwieback
3200,07-09-2014,butter
2068,22-08-2014,whole milk
4044,30-06-2014,coffee
1609,05-03-2014,whole milk
2966,26-11-2014,pork
1247,08-06-2014,butter
3933,12-07-2014,waffles
4618,11-01-2014,brown bread
4852,11-02-2014,brown bread
1755,19-01-2014,whole milk
4136,16-03-2014,root vegetables
1066,15-05-2014,whole milk
3482,24-07-2014,brown bread
1073,21-03-2014,brown bread
4061,03-05-2014,whole milk
2330,08-10-2014,whole milk
1574,04-03-2014,white bread
1267,15-05-2014,butter
1557,10-12-2014,domestic eggs
2662,03-08-2014,sausage
4223,15-06-2014,whole milk
2613,24-05-2014,domestic eggs
4258,24-06-2014,sausage
3965,16-10-2014,sausage
1807,20-08-2014,finished products
2521,14-12-2015,hard cheese
4050,06-07-2015,butter
1076,14-10-2015,whole milk
4243,22-08-2015,root vegetables
3848,11-10-2015,butter
2095,06-04-2015,frozen meals
3718,12-07-2015,root vegetables
4664,26-05-2015,root vegetables
2410,18-11-2015,hard cheese
3138,19-04-2015,brown bread
4634,15-05-2015,pork
1008,03-10-2015,liquor (appetizer)
1920,16-02-2015,seasonal products
4788,28-04-2015,butter milk
3578,16-05-2015,whole milk
3671,11-10-2015,brown bread
4258,22-04-2015,whole milk
3321,13-07-2015,coffee
3960,21-09-2015,whole milk
3077,05-01-2015,whole milk
1812,14-10-2015,soft cheese
2378,15-04-2015,pork
3419,20-08-2015,root vegetables
2191,25-10-2015,whole milk
3857,04-11-2015,whole milk
4302,03-08-2015,instant coffee
2087,09-04-2015,whole milk
2443,12-01-2015,root vegetables
4600,14-07-2015,whole milk
2270,09-06-2015,seasonal products
2494,05-05-2015,soft cheese
3481,03-08-2015,root vegetables
1353,21-01-2015,butter milk
2193,14-04-2015,specialty chocolate
4546,03-09-2015,waffles
3841,19-07-2015,whole milk
2978,05-06-2015,condensed milk
1061,05-09-2015,root vegetables
4875,12-05-2015,brown bread
1199,10-12-2015,flour
2932,20-03-2015,detergent
1711,18-06-2015,hamburger meat
3058,18-05-2015,butter
4760,22-02-2015,whole milk
3987,19-08-2015,root vegetables
4559,16-03-2015,hard cheese
3296,17-08-2015,zwieback
4187,09-05-2015,pork
4389,13-04-2015,whole milk
4509,29-11-2015,butter milk
1181,16-11-2015,root vegetables
1027,17-05-2015,hamburger meat
2885,15-05-2015,hamburger meat
2447,28-12-2015,butter
1952,23-03-2015,canned beer
4243,02-04-2015,detergent
3236,04-07-2015,condensed milk
2600,28-01-2015,frozen meals
4408,13-03-2015,white bread
1518,11-12-2015,pork
3897,23-08-2015,baking powder
4002,03-09-2015,whole milk
3143,24-05-2015,root vegetables
3601,06-07-2015,coffee
2980,27-04-2015,butter milk
4095,01-11-2015,butter
3897,31-05-2015,root vegetables
1199,09-11-2015,sausage
2769,21-07-2015,canned beer
1155,10-08-2015,house keeping products
1590,15-08-2015,whole milk
3718,20-05-2015,whole milk
4382,13-11-2015,hamburger meat
2042,19-11-2015,pork
3018,27-06-2015,root vegetables
1195,28-09-2015,soft cheese
1489,13-03-2015,whole milk
4762,30-10-2015,pork
3292,13-09-2015,pork
1072,23-10-2015,canned beer
1332,30-04-2015,whole milk
4509,14-06-2015,whole milk
1688,10-11-2015,root vegetables
1335,16-01-2015,coffee
3306,22-09-2015,sausage
4724,03-09-2015,hamburger meat
3173,25-07-2015,root vegetables
2191,19-10-2015,root vegetables
4632,30-09-2015,canned beer
3076,08-12-2015,butter milk
4437,09-10-2015,hard cheese
3387,10-05-2015,whole milk
3673,12-08-2015,butter milk
4440,01-12-2015,root vegetables
4945,02-08-2015,butter
1512,20-09-2015,domestic eggs
2140,28-09-2015,root vegetables
1658,03-09-2015,dish cleaner
1273,04-05-2015,whole milk
2292,25-03-2015,root vegetables
1018,23-05-2015,root vegetables
4524,05-07-2015,butter
2928,11-02-2015,root vegetables
2941,23-02-2015,brown bread
2125,25-06-2015,frozen meals
3269,07-10-2015,whole milk
3580,24-11-2015,canned beer
2928,22-09-2015,frozen meals
4890,14-09-2015,condensed milk
3067,27-11-2015,frozen meals
1231,14-10-2015,root vegetables
4092,14-06-2015,candy
3518,01-08-2015,brown bread
3742,22-08-2015,hamburger meat
3458,13-08-2015,whole milk
3451,26-04-2015,whole milk
2499,22-11-2015,frozen meals
1308,14-03-2015,root vegetables
1331,07-10-2015,domestic eggs
3469,09-02-2015,brown bread
4201,14-10-2015,house keeping products
4274,30-09-2015,processed cheese
4629,16-11-2015,candy
1557,04-08-2015,hamburger meat
1231,28-06-2015,detergent
2501,09-09-2015,whole milk
1015,04-05-2015,whole milk
3023,06-05-2015,hamburger meat
4878,18-04-2015,whole milk
3489,09-03-2015,nuts/prunes
1538,08-03-2015,hamburger meat
4727,21-11-2015,whole milk
1324,26-03-2015,processed cheese
1864,27-09-2015,whole milk
3831,07-03-2015,flour
3390,01-12-2015,coffee
2549,13-05-2015,liquor (appetizer)
1145,07-10-2015,root vegetables
1975,26-09-2015,root vegetables
2447,15-10-2015,root vegetables
1378,12-10-2015,hamburger meat
2503,08-02-2015,whole milk
3200,01-04-2015,specialty chocolate
4858,15-02-2015,frozen meals
1324,24-01-2015,condensed milk
3790,04-08-2015,dish cleaner
2073,04-02-2015,whole milk
4033,06-06-2015,root vegetables
1220,08-09-2015,waffles
3472,06-02-2015,whole milk
2527,11-08-2015,whole milk
2926,08-11-2015,whole milk
2550,08-06-2015,snack products
1319,19-05-2015,frozen meals
4727,11-04-2015,root vegetables
1742,12-12-2015,detergent
2028,20-12-2015,root vegetables
2047,08-05-2015,canned beer
3758,13-01-2015,coffee
2563,29-12-2015,whole milk
1230,27-01-2015,butter milk
3458,27-04-2015,butter
3039,28-11-2015,whole milk
1538,30-11-2015,root vegetables
4538,28-11-2015,liquor (appetizer)
4632,09-03-2015,whole milk
4738,15-08-2015,whole milk
4425,17-10-2015,whole milk
2295,21-03-2015,root vegetables
3248,14-01-2015,root vegetables
3443,23-10-2015,coffee
3449,10-10-2015,white bread
1424,09-10-2015,instant coffee
1230,19-05-2015,domestic eggs
1047,09-08-2015,butter
4323,17-12-2015,domestic eggs
1182,21-01-2015,butter milk
3774,17-12-2015,candy
1474,24-06-2015,root vegetables
3061,17-08-2015,whole milk
2601,26-03-2015,processed cheese
3642,24-02-2015,dish cleaner
3637,10-07-2015,butter milk
1901,29-11-2015,whole milk
3741,06-08-2015,domestic eggs
2792,29-07-2015,liver loaf
2393,17-04-2015,whole milk
1006,14-06-2015,flour
1780,12-07-2015,soft cheese
4372,30-07-2015,root vegetables
3170,17-01-2015,waffles
1567,13-03-2015,candy
1482,06-07-2015,soft cheese
1100,12-03-2015,pudding powder
2081,22-01-2015,spices
3414,23-10-2015,whole milk
2799,12-08-2015,detergent
2003,23-11-2015,brown bread
2672,12-07-2015,waffles
3021,30-01-2015,sliced cheese
2474,09-02-2015,coffee
2159,30-04-2015,female sanitary products
2082,23-11-2015,domestic eggs
4287,06-08-2015,root vegetables
3451,31-08-2015,butter milk
4406,01-02-2015,whole milk
1901,04-05-2015,butter
2101,07-01-2015,domestic eggs
3655,16-02-2015,butter
4670,31-08-2015,root vegetables
2010,19-12-2015,root vegetables
2721,15-07-2015,butter
2167,29-05-2015,specialty chocolate
2136,10-02-2015,whole milk
3698,24-08-2015,whole milk
3159,31-01-2015,white bread
4600,12-02-2015,baking powder
3017,22-09-2015,soft cheese
3757,03-02-2015,brown bread
3637,22-12-2015,soft cheese
3071,13-06-2015,frozen meals
3586,24-05-2015,waffles
4187,10-04-2015,specialty cheese
4158,26-12-2015,hard cheese
2212,28-10-2015,butter milk
3902,29-11-2015,whole milk
3481,04-10-2015,whole milk
4861,13-09-2015,pudding powder
3004,10-02-2015,liquor (appetizer)
3077,19-01-2015,butter milk
3872,07-08-2015,brown bread
4437,13-06-2015,root vegetables
4078,14-11-2015,canned beer
2789,06-02-2015,butter
4321,08-05-2015,white bread
4742,22-06-2015,hard cheese
1026,15-03-2015,candy
2678,20-03-2015,whole milk
3718,26-02-2015,brown bread
4832,03-12-2015,whole milk
4579,29-10-2015,root vegetables
4218,03-10-2015,root vegetables
4610,19-04-2015,brown bread
1562,11-05-2015,pork
4667,19-07-2015,condensed milk
4682,19-03-2015,root vegetables
2147,12-11-2015,waffles
4246,01-12-2015,whole milk
4560,03-07-2015,waffles
1893,18-01-2015,root vegetables
1256,02-08-2015,coffee
4862,15-05-2015,soft cheese
1324,10-04-2015,whole milk
1574,12-02-2015,brown bread
3881,07-04-2015,canned beer
3296,02-03-2015,root vegetables
3842,14-10-2015,white bread
4052,21-04-2015,whole milk
2193,07-01-2015,liquor (appetizer)
2272,31-01-2015,waffles
2078,16-10-2015,pork
4748,24-03-2015,root vegetables
1851,29-06-2015,whole milk
4078,25-04-2015,specialty chocolate
3202,14-11-2015,butter
3790,26-07-2015,domestic eggs
4450,30-07-2015,condensed milk
1439,13-08-2015,whole milk
3735,20-04-2015,seasonal products
3178,08-12-2015,whole milk
2134,26-09-2015,liquor (appetizer)
3676,24-10-2015,canned beer
4935,02-04-2015,root vegetables
4187,14-09-2015,sliced cheese
3369,22-02-2015,butter
1449,26-01-2015,domestic eggs
3763,29-04-2015,coffee
2327,08-12-2015,butter
1013,02-10-2015,domestic eggs
1754,08-07-2015,coffee
1421,07-08-2015,hard cheese
2816,01-10-2015,seasonal products
4594,23-06-2015,butter milk
4482,07-08-2015,hard cheese
3872,28-03-2015,canned beer
4215,30-06-2015,whole milk
1869,16-05-2015,whole milk
2221,18-12-2015,pork
4102,15-07-2015,whole milk
4552,17-10-2015,root vegetables
1950,14-06-2015,sliced cheese
1574,04-08-2015,pork
2222,21-07-2015,butter
4243,22-08-2015,hard cheese
1721,15-10-2015,whole milk
2095,06-04-2015,whole milk
3718,12-07-2015,pudding powder
4259,24-06-2015,butter
1325,26-05-2015,root vegetables
4105,03-12-2015,whole milk
2410,18-11-2015,butter
4660,10-07-2015,root vegetables
3241,09-08-2015,whole milk
1008,03-10-2015,liver loaf
4252,10-04-2015,butter
3578,16-05-2015,root vegetables
1832,17-04-2015,specialty chocolate
4439,18-03-2015,turkey
1698,26-06-2015,pork
2786,25-03-2015,butter
2932,22-01-2015,butter
3055,18-08-2015,hamburger meat
1733,18-03-2015,root vegetables
4486,21-07-2015,soft cheese
4600,14-07-2015,domestic eggs
1226,12-11-2015,white bread
1008,21-07-2015,root vegetables
1183,12-06-2015,butter
2267,11-11-2015,brown bread
1032,23-08-2015,root vegetables
3790,28-10-2015,coffee
4598,18-03-2015,brown bread
3585,06-03-2015,frozen meals
4603,21-01-2015,root vegetables
1113,29-03-2015,pudding powder
2799,17-06-2015,baking powder
4367,15-11-2015,whole milk
2765,22-07-2015,waffles
4524,26-08-2015,coffee
2042,17-11-2015,root vegetables
2225,12-03-2015,whole milk
2436,24-11-2015,whole milk
4347,07-03-2015,root vegetables
3355,18-10-2015,brown bread
1472,06-07-2015,whole milk
4793,24-02-2015,specialty chocolate
1368,15-07-2015,soft cheese
4797,04-07-2015,root vegetables
1443,04-03-2015,root vegetables
2476,05-05-2015,root vegetables
3600,26-11-2015,whole milk
1853,03-02-2015,butter milk
2476,04-12-2015,whole milk
1660,26-07-2015,specialty chocolate
2337,15-08-2015,hard cheese
4105,29-05-2015,root vegetables
2494,13-06-2015,butter
1191,08-08-2015,specialty chocolate
2664,20-09-2015,domestic eggs
1785,15-07-2015,brown bread
1076,14-05-2015,butter
2916,13-06-2015,domestic eggs
4640,31-01-2015,coffee
3831,14-10-2015,domestic eggs
2677,23-12-2015,root vegetables
2348,28-02-2015,root vegetables
2225,28-04-2015,brown bread
1177,14-10-2015,brown bread
3409,11-12-2015,brown bread
1381,23-03-2015,domestic eggs
1199,21-11-2015,white bread
4467,22-11-2015,whole milk
1454,22-10-2015,coffee
1785,07-06-2015,whole milk
4853,17-09-2015,house keeping products
2471,13-08-2015,hamburger meat
1833,12-07-2015,whole milk
2708,17-02-2015,frozen meals
2721,10-08-2015,root vegetables
1780,27-08-2015,whole milk
3044,29-09-2015,root vegetables
2672,09-03-2015,liquor (appetizer)
3529,05-03-2015,pork
2392,15-12-2015,butter
4169,19-03-2015,canned beer
4233,16-06-2015,coffee
2472,17-01-2015,processed cheese
1636,04-05-2015,whole milk
1450,08-07-2015,coffee
1625,27-11-2015,root vegetables
3588,05-05-2015,seasonal products
3358,21-02-2015,whole milk
1994,11-03-2015,waffles
2422,12-08-2015,white bread
3308,19-08-2015,soft cheese
3983,09-09-2015,butter
2091,02-08-2015,candy
3100,06-03-2015,waffles
4444,06-10-2015,root vegetables
4007,23-12-2015,white bread
2653,17-04-2015,candy
2270,04-02-2015,dish cleaner
2560,07-06-2015,frozen meals
4467,23-04-2015,pork
1825,21-11-2015,baking powder
1670,30-06-2015,pork
2305,28-09-2015,whole milk
2538,27-07-2015,seasonal products
1839,16-08-2015,waffles
3027,14-09-2015,root vegetables
3308,08-03-2015,butter
4001,30-03-2015,candy
3348,05-12-2015,whole milk
1930,15-11-2015,candy
1231,27-10-2015,sliced cheese
4524,26-12-2015,root vegetables
4552,13-08-2015,domestic eggs
2452,11-08-2015,butter milk
3960,21-10-2015,processed cheese
4804,27-12-2015,butter
2869,10-12-2015,root vegetables
4589,08-10-2015,whole milk
4195,01-10-2015,root vegetables
1396,22-07-2015,coffee
1444,14-10-2015,root vegetables
4449,30-03-2015,coffee
1158,17-10-2015,butter
3547,28-11-2015,domestic eggs
2816,30-09-2015,root vegetables
1926,16-10-2015,whole milk
4098,06-02-2015,whole milk
4408,20-04-2015,butter
1658,15-06-2015,butter
1820,21-03-2015,brown bread
1950,11-11-2015,whole milk
4566,10-03-2015,butter
4594,02-05-2015,meat spreads
2138,04-03-2015,root vegetables
2307,12-03-2015,root vegetables
3419,20-08-2015,soap
1256,29-08-2015,butter
2191,25-10-2015,butter milk
4507,18-06-2015,candy
3729,29-11-2015,brown bread
4753,05-03-2015,seasonal products
1289,08-11-2015,brown bread
2087,09-04-2015,brown bread
4724,12-02-2015,whole milk
3657,27-01-2015,domestic eggs
3061,05-11-2015,domestic eggs
3663,28-06-2015,white bread
2601,30-04-2015,specialty chocolate
1331,29-11-2015,root vegetables
2467,05-07-2015,nuts/prunes
2492,10-11-2015,whole milk
3609,23-02-2015,frozen meals
3380,23-04-2015,flour
1309,01-04-2015,cocoa drinks
4333,01-07-2015,soft cheese
2240,18-05-2015,canned beer
1248,15-12-2015,whole milk
3571,07-07-2015,baking powder
1425,18-03-2015,brown bread
1183,04-01-2015,domestic eggs
3438,04-01-2015,waffles
1926,29-05-2015,brown bread
1033,15-06-2015,waffles
1293,26-10-2015,specialty cheese
3544,10-03-2015,hard cheese
3410,03-07-2015,coffee
2073,18-06-2015,domestic eggs
4416,29-10-2015,white bread
2159,17-07-2015,white bread
